FINAL SUMMARY: PS / GS / GS+GM / GM

 Method NCrosses TotalObjective MeanObjective TopObjective MeanProgenyMean MeanProgenySD MeanDamPhenotype MeanSirePhenotype MeanDamGeneticValue MeanSireGeneticValue
     PS      100       1481.515      14.81515     17.60911        14.68822      1.269374         57.74586          63.10801            13.56321             16.39231
     GS      100       1518.176      15.18176     18.23841        15.05566      1.261070         57.34925          62.52870            13.72697             16.78813
  GS+GM      100       1531.595      15.31595     17.83928        15.18989      1.260544         57.34925          62.52870            13.72697             16.78813
     GM      100       1533.612      15.33612     17.83928        15.21018      1.259373         57.29646          62.48053            13.71569             16.75174


ALL PS PAIRS

    Dam   Sire ObjectiveValue ProgenyMean ProgenySD InbreedingPenalty DamGeneticValue SireGeneticValue DamPhenotype SirePhenotype Method
 ID0188 ID0376       17.60911    17.48448  1.246382                 0        18.82032         17.38317     68.47469      64.92386     PS
 ID0040 ID0275       17.19022    17.06682  1.233974                 0        15.88274         18.23112     58.22807      63.64722     PS
 ID0126 ID0376       16.85030    16.72774  1.225663                 0        17.20892         17.38317     61.68771      64.92386     PS
 ID0037 ID0376       16.76590    16.63942  1.264878                 0        16.63159         17.38317     63.09724      64.92386     PS
 ID0181 ID0272       16.67846    16.55496  1.234990                 0        15.65194         17.85958     58.52919      63.87710     PS
 ID0048 ID0272       16.28105    16.15664  1.244079                 0        15.15710         17.85958     59.12643      63.87710     PS
 ID0088 ID0376       16.26656    16.14011  1.264504                 0        15.77432         17.38317     63.54399      64.92386     PS
 ID0056 ID0272       16.17961    16.05756  1.220423                 0        14.82275         17.85958     59.11259      63.87710     PS
 ID0146 ID0264       16.17092    16.04302  1.279004                 0        15.51799         17.00768     61.19613      63.90616     PS
 ID0240 ID0275       16.15202    16.03394  1.180836                 0        14.09574         18.23112     58.14952      63.64722     PS
 ID0159 ID0376       16.12245    15.99806  1.243861                 0        15.49292         17.38317     61.80059      64.92386     PS
 ID0036 ID0376       16.08775    15.96596  1.217882                 0        15.29468         17.38317     62.08596      64.92386     PS
 ID0196 ID0275       16.08112    15.96075  1.203646                 0        13.86753         18.23112     58.27278      63.64722     PS
 ID0081 ID0272       16.04281    15.91927  1.235412                 0        14.39671         17.85958     58.87888      63.87710     PS
 ID0051 ID0376       16.02849    15.90265  1.258414                 0        15.15581         17.38317     61.74039      64.92386     PS
 ID0187 ID0272       15.97093    15.84437  1.265651                 0        14.44244         17.85958     59.64960      63.87710     PS
