FINAL SUMMARY: PS / GS / GS+GM / GM

 Method NCrosses TotalObjective MeanObjective TopObjective MeanProgenyMean MeanProgenySD MeanDamPhenotype MeanSirePhenotype MeanDamGeneticValue MeanSireGeneticValue
     PS      100       713.1691      7.131691     8.809138        7.038793     0.9289834         49.02672          52.84947            7.562441             9.524326
     GS      100       712.7508      7.127508     8.809138        7.034054     0.9345365         48.86986          51.96851            7.636883             9.879091
  GS+GM      100       777.4739      7.774739     9.178665        7.681835     0.9290447         48.86986          51.96851            7.636883             9.879091
     GM      100       805.8921      8.058921     8.984280        7.966860     0.9206112         48.28109          49.46692            7.282108             8.283304


ALL PS PAIRS

    Dam   Sire ObjectiveValue ProgenyMean ProgenySD InbreedingPenalty DamGeneticValue SireGeneticValue DamPhenotype SirePhenotype Method
 ID0203 ID0338       8.809138    8.718563 0.9057413                 0       11.002361        11.333576     54.36350      54.93270     PS
 ID0049 ID0307       8.637448    8.546977 0.9047054                 0        8.753488        10.824618     51.61247      53.84565     PS
 ID0043 ID0307       8.392351    8.300085 0.9226518                 0        7.775801        10.824618     51.39320      53.84565     PS
 ID0136 ID0307       8.213781    8.120387 0.9339404                 0        8.947951        10.824618     51.63957      53.84565     PS
 ID0122 ID0464       8.146652    8.050071 0.9658125                 0        8.649296        10.669595     49.96164      53.82568     PS
 ID0044 ID0338       8.041192    7.949094 0.9209778                 0       10.654932        11.333576     54.17471      54.93270     PS
 ID0020 ID0477       7.989026    7.898532 0.9049392                 0        6.926170         9.991380     48.68249      52.75217     PS
 ID0169 ID0391       7.981730    7.892695 0.8903520                 0        8.523201         9.416299     49.78356      53.35097     PS
 ID0040 ID0307       7.965385    7.873124 0.9226059                 0        9.052775        10.824618     51.04630      53.84565     PS
 ID0238 ID0307       7.954001    7.859503 0.9449714                 0        8.277353        10.824618     50.70931      53.84565     PS
 ID0161 ID0338       7.936761    7.841237 0.9552404                 0        9.454482        11.333576     52.61038      54.93270     PS
 ID0236 ID0338       7.934561    7.843135 0.9142569                 0        9.140834        11.333576     52.39318      54.93270     PS
 ID0007 ID0477       7.905950    7.815947 0.9000296                 0        7.770493         9.991380     49.19002      52.75217     PS
 ID0170 ID0307       7.875324    7.784852 0.9047210                 0        9.729026        10.824618     51.05349      53.84565     PS
 ID0125 ID0420       7.872924    7.782272 0.9065141                 0        6.990917         7.768589     47.00930      51.33992     PS
 ID0181 ID0338       7.853817    7.759518 0.9429848                 0        8.918374        11.333576     52.71691      54.93270     PS
 ID0178 ID0477       7.837707    7.745214 0.9249210                 0        8.289944         9.991380     49.20300      52.75217     PS
 ID0110 ID0307       7.819367    7.728143 0.9122489                 0        8.821367        10.824618     51.21976      53.84565     PS
 ID0151 ID0307       7.758551    7.663819 0.9473239                 0        8.954038        10.824618     51.40331      53.84565     PS
 ID0118 ID0391       7.758236    7.664354 0.9388184                 0        7.670280         9.416299     49.72916      53.35097     PS
 ID0003 ID0464       7.753737    7.660557 0.9318012                 0        8.115845        10.669595     50.26066      53.82568     PS
 ID0152 ID0391       7.743023    7.653494 0.8952982                 0        8.367447         9.416299     49.37290      53.35097     PS
 ID0080 ID0477       7.720077    7.627283 0.9279389                 0        6.990682         9.991380     48.95324      52.75217     PS
 ID0206 ID0464       7.697541    7.605463 0.9207816                 0        8.946101        10.669595     50.62519      53.82568     PS
 ID0230 ID0307       7.682531    7.589646 0.9288562                 0        8.732819        10.824618     50.79262      53.84565     PS
 ID0189 ID0391       7.680631    7.585150 0.9548107                 0        8.108294         9.416299     49.27633      53.35097     PS
 ID0109 ID0346       7.593799    7.501032 0.9276677                 0        6.881006        10.165864     48.16445      52.66829     PS
 ID0119 ID0337       7.562425    7.470240 0.9218455                 0        6.152411         8.403749     47.35597      51.37691     PS
 ID0101 ID0420       7.556448    7.461869 0.9457979                 0        6.658171         7.768589     46.86223      51.33992     PS
 ID0239 ID0464       7.552930    7.457481 0.9544839                 0        8.556275        10.669595     50.60923      53.82568     PS
 ID0019 ID0420       7.541845    7.451562 0.9028245                 0        6.161340         7.768589     46.96288      51.33992     PS
 ID0185 ID0391       7.538827    7.445091 0.9373593                 0        7.664560         9.416299     49.55473      53.35097     PS
 ID0014 ID0391       7.528937    7.436363 0.9257378                 0        7.910200         9.416299     49.24201      53.35097     PS
 ID0096 ID0487       7.504277    7.411888 0.9238897                 0        6.833772         8.875135     47.94707      52.34758     PS
